Identifiant;Type d'événement;Ident Type;Lieu de l'événement;Nom Organisme;Type d'organisme;Ident Organisme;Etat;Theme;Style;Catégorie;Genre;Ident Genre;Titre;Texte Début;Texte Milieu;Texte Fin;Commune;Département;Code INSEE;Code Postal;Coordonnées GPS;Date Modification;Jour 1;Jour 2;Jour 3;Jour Du;Jour Au;Jour Min;Jour Max;Mention Gratuit;Mention Payant;Tarif Général;Tarif réduit;Tarif Autre;Photo 1 Chemin;Photo 1 Légende;Photo 1 Crédit;Photo 2 Chemin;Photo 2 Légende;Photo 2 Crédit;Photo 3 Chemin;Photo 3 Légende;Photo 3 Crédit;Age Minimum;Age Maximum;Durée;Mention Complet;Mention Accessible Handicap;Lien Billeterie;Liens Vidéo;Liens Son;Liens Dossiers De Presse;Tags;Groupes;Titre Libre;Texte Libre Court;Texte Libre Long;Groupes Organismes;Nombres Participants;Nombre Exposants;URL Agenda Ouest-France;Groupes Ident;Groupes Organismes Ident;Langues;Langues Ident;Thematiques;Thematiques Ident;Categorie age;Categorie age Ident
6412469;Atelier, activité de loisirs;31;44/Saint-Étienne-de-Montluc;Sel de sem;Association;366102;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Activité manuelle;136;Sel de sem-système d’échange local;Les ateliers du SEL.;Les adhérents de SEL de SEM partagent leur savoir-faire : cosmétiques et produits d'entretien zéro déchet, bijoux en origami, carillons, dessin d'observation, éponges Tawashi, bijoux créatifs, initiation à la recette du kéfir. Adhésion à l'association : 5 €.;Dimanche 27 janvier, 14h, salle Voltaire, le Manoir, Saint-Étienne-de-Montluc. Gratuit. Contact : http://seldesem.communityforge.net/;Saint-Étienne-de-Montluc;44;44158;44360;47.27645, -1.78059;2019-01-17;2019-01-27;;;;;2019-01-27;2019-01-27;oui;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/saint-etienne-de-montluc-44158/agenda/sel-de-sem-systeme-dechange-local_6412469;;;Français;fr_FR;;;;
6414389;Cérémonie, commémoration;38;44/Saint-Herblain;Langages;Association;235920;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Célébration;107;Cercle de Pardon;;Ces soirées seront animées par des membres de Langages.  ce Rituel proposé par Olivier Clerc consiste à se mettre en cercle et demander Pardon à la personne en face de soi, mais qui représente l'humanité. Le nombre de participants sera limité à 25. Ainsi l'inscription préalable est obligatoire.;Jeudi 24 janvier, 19h30, carre des services, 15, rue d'Arras, Saint-Herblain. Contact et réservation : 06 71 11 52 98, langages.ouest@orange.fr, http://langages-ouest.org;Saint-Herblain;44;44162;44800;47.2132, -1.609014;2019-01-17;2019-01-24;;;;;2019-01-24;2019-01-24;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/saint-herblain-44162/agenda/cercle-de-pardon_6414389;;;Français;fr_FR;;;;
6413137;Concert;15;44/Nantes;le TNT, Terrain neutre théâtre;Équipement (tourisme, culture, sport et loisir);28169;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Autre;168;Gospel;;Le gospel, source d'inspiration des grands chanteurs de soul, berce l'univers de ce quartet plein d'énergie. Quatre voix, un piano, Keep on Gospel vous emmène avec puissance et générosité au point de rencontre entre ce style chargé d'histoire, et les grands interprètes d'aujourd'hui ou d'hier.;Du jeudi 24 au samedi 26 janvier, 21h, le TNT, 11, allée de la Maison-Rouge, Nantes. Tarif 12€, réduit 9€, autre : -12 ans 7 €. Contact et réservation : 02 40 12 12 28, http://www.tntheatre.com/keep-on-gospel;Nantes;44;44109;44000;47.21254, -1.552126;2019-01-17;;;;2019-01-24;2019-01-26;2019-01-24;2019-01-26;non;oui;12.0;9.0;-12 ans 7 €;;;;;;;;;;;100;75;False;;;;;;;;Keep on Gospel;;Le gospel, source d'inspiration des grands chanteurs de soul, berce l'univers de ce quartet plein d'énergie. Quatre voix, un piano, Keep on Gospel vous emmène avec puissance et générosité au point de rencontre entre ce style chargé d'histoire, et les grands interprètes d'aujourd'hui ou d'hier, qui l'ont réinventé. Du Gospel, on sait les grandes chorales, les grandes aubes colorées, l'énergie et la force des chants afro-américains. Il y a plus d'un siècle, le gospel souffle comme un vent de révolte musicale contre une Amérique raciste... Et pourtant ! L'histoire ne s'arrête pas là.  Les grands chanteurs de soul, jazz, pop, rock des dernières générations se sont tous em- parés du style un jour ou l'autre, faisant évoluer le genre au gré des mouvances musicales. Ainsi Jonis Joplin, Simon and Garfunkel, Bob Dylan, Bruce Springsteen -entre autres!- se sont plongés avec joie dans les sonorités gospel, comme une parenthèse dans leurs répertoires. Contre l'oubli, et très souvent en hommage à cette puissance musicale qui a bercé leurs jeunes années ...  Keep on Gospel a voulu mettre en lumière ces chansons intenses et intemporelles. Un répertoire résolument gospel, et profondément ouvert sur d'autres mondes ! Keep on Gospel aime se situer au point de rencontre entre ce style chargé d'histoire, et les grands interprètes d'aujourd'hui ou d'hier, qui l'ont réinventé... Dana Luciano, Eva Paquereau, Stéphane Rom et Martin Le Ray sont tous issus du grand métissage musical de ces d;;;;https://infolocale.ouest-france.fr/nantes-44109/agenda/gospel_6413137;;;Français;fr_FR;;;Tout public;1
6412770;Horaire, permanence;7;35/Rennes;UFC Que choisir, Union Fédérale des Consommateurs Que choisir de Rennes;Association;26983;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Permanence;87;UFC Que choisir, Union fédérale des consommateurs;Permanence.;Sans rendez-vous, bénévoles et juristes aident à résoudre les problèmes de consommation, dont logement, banque, surendettement, assurance, eau, énergie, santé, Internet. Permanence téléphonique, les mardis, de 9 h à 12 h.;Vendredi 25 janvier, 9h à 12h, centre social, place du Gros-chêne, Rennes. Contact : 02 99 85 94 23, http://rennes.ufcquechoisir.fr;Rennes;35;35238;35000;48.12663, -1.664786;2019-01-17;2019-01-25;;;;;2019-01-25;2019-01-25;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;Facebook;;;https://infolocale.ouest-france.fr/rennes-35238/agenda/ufc-que-choisir-union-federale-des-consommateurs_6412770;;52;Français;fr_FR;;;;
6412798;Horaire, permanence;7;35/Rennes;UFC Que choisir, Union Fédérale des Consommateurs Que choisir de Rennes;Association;26983;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Permanence;87;UFC Que choisir, Union fédérale des consommateurs;Permanence.;Sans rendez-vous, bénévoles et juristes aident à résoudre les problèmes de consommation, dont logement, banque, surendettement, assurance, santé, Internet, eau, énergie. Permanence téléphonique, les mardis, de 9 h à 12 h.;Mardi 22 janvier, 10h à 17h, au 8, place du Colombier, Rennes. Contact : 02 99 85 94 23, http://rennes.ufcquechoisir.fr;Rennes;35;35238;35000;48.11174, -1.68023;2019-01-17;2019-01-22;;;;;2019-01-22;2019-01-22;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;Facebook;;;https://infolocale.ouest-france.fr/rennes-35238/agenda/ufc-que-choisir-union-federale-des-consommateurs_6412798;;52;Français;fr_FR;;;;
6413956;Fête locale;25;22/Maël-Carhaix;Correspondant de presse;Autre;29790;V;Loisir;Loisirs et sports;Fêtes;Autre;121;Théâtre;;La troupe de l'Entracte présente M. AMEDEE, une comédie en quatre parties. Billetterie, sur préréservation (cartes en vente auprès des parents de l'école du Sacré-Cœur, dans les commerces alimentaires locaux, à l'épicerie de Trébrivan), ou 06 82 39 87 62, au prix de 7 €. Sur place, 8 €.;Samedi 19 janvier, 20h30, salle des fêtes, Maël-Carhaix.;Maël-Carhaix;22;22137;22340;48.28407, -3.42323;2019-01-17;2019-01-19;;;;;2019-01-19;2019-01-19;non;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2019/0116/6413956/_1.jpg;Célia Kehoas et Jean paul Gourlay;photo correspondant OF;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/mael-carhaix-22137/agenda/theatre_6413956;;;Français;fr_FR;;;;
6413804;Réunion, assemblée;17;49/Avrillé;Fnath, association des accidentés de la vie;Association;21719;V;Pratique;Réunions formations cérémonies;Réunions, conseils, assemblées générales;Assemblée générale;100;Fnath, association des accidentés de la vie;Assemblée générale.;La section d’Angers invite les personnes valides, accidentées, malades ou en situation de handicap, à participer à une réunion d’information, des droits des accidentés de la vie.;Vendredi 15 février, 17h30, salle de l’hôtel du Cavier, 2, route Nationale-162, Avrillé. Contact : 02 41 48 50 25.;Avrillé;49;49015;49240;47.52056, -0.6100703;2019-01-17;2019-02-15;;;;;2019-02-15;2019-02-15;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/avrille-49015/agenda/fnath-association-des-accidentes-de-la-vie_6413804;;;Français;fr_FR;;;;
6414641;Spectacle;21;35/Dingé;Théâtre, Les comédiens;Association;391117;V;Loisir;Concerts, spectacles;Autres scènes;Théâtre;5;Le gang des mamies flingueuses;Théâtre.;"La troupe de théâtre, Les comédiens, de dingé a repris ses répétitions. Elle présentera cette année une pièce d'Angélique Dutty, Le gang des mamies flingueuses, les week-end du 16 et 17; 23 et 24 et 30 et 31 mars, à 20 h 30, le samedi et 14 h 30, le dimanche. Sans réservation.";Samedi 16 mars, à la salle polyvalente, Le bourg, Dingé.;Dingé;35;35094;35440;48.35787, -1.71425;2019-01-17;2019-03-16;;;;;2019-03-16;2019-03-16;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/dinge-35094/agenda/le-gang-des-mamies-flingueuses_6414641;;;Français;fr_FR;;;;
6414572;Atelier, activité de loisirs;31;22/Lannion;Rédaction;Autre;30267;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Autre;141;Espace aqualudique Ti-Dour;;"Bassins ludiques, 15 h 30 à 21 h ; bassins sportifs, 11 h 45 à 13 h 15 et 15 h 30 à 21 h.";Vendredi 18 janvier, 49, avenue de Park-Nevez, Lannion. Contact : 02 96 05 60 60, tidour@lannion-tregor.com, http://www.lannion-tregor.com;Lannion;22;22113;22300;48.7285, -3.450167;2019-01-17;2019-01-18;;;;;2019-01-18;2019-01-18;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/lannion-22113/agenda/espace-aqualudique-ti-dour_6414572;;;Français;fr_FR;;;;
6414484;Horaire, permanence;7;22/Paimpol;Rédaction;Autre;30261;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Horaires;90;Les marées;Horaires.;Pleines mers : à 4 h 04 (59) et à 16 h 39 (65). Basses mers : à 10 h 37 et à 23 h 08.;Vendredi 18 janvier, Paimpol.;Paimpol;22;22162;22500;48.78069, -3.0494;2019-01-17;2019-01-18;;;;;2019-01-18;2019-01-18;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/paimpol-22162/agenda/les-marees_6414484;;;Français;fr_FR;;;;
6413604;Jeux, concours;29;35/Pacé;médiathèque;Équipement (tourisme, culture, sport et loisir);140088;V;Loisir;Loisirs et sports;Jeux, concours, rallye;Autre;134;Ludothèque itinérante;;Avec les permanences de la ludothèque itinérante, il est possible d'emprunter des jeux et jouets une fois par mois au sein même de la médiathèque. Pour cela, il suffit d'adhérer à l'association « Au bois des Ludes » et choisir le forfait qui convient pour ses emprunts.;Samedi 9 février, 15h30 à 17h, la médiathèque, chemin de la Métairie, Pacé. Contact : 02 99 85 51 10, http://www.mediatheque-pace.fr;Pacé;35;35210;35740;48.14621, -1.773705;2019-01-17;2019-02-09;;;;;2019-02-09;2019-02-09;non;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2019/0116/6413604/_1.jpg;;;;;;;;;;;;;;;;;;;;Ludothèque itinérante;Avec les permanences de la ludothèque itinérante, il est possible d'emprunter des jeux et jouets une fois par mois au sein même de la médiathèque. Pour cela, il faudra adhérer à l'association «Au Bois Des Ludes» et choisir le forfait qui convient pour ses emprunts.;Vous appréciez nos propositions autour du jeu de société, qu'il s'agisse de la salle dédiée au jeu sur place ou des animations «A vous de jouer !» ? Avec les permanences de la ludothèque itinérante, vous pouvez emprunter des jeux et jouets une fois par mois au sein même de la Médiathèque. Pour cela, il vous faudra adhérer à l'association «Au Bois Des Ludes» et choisir le forfait qui vous convient pour vos emprunts. Plus d'infos sur www.mediatheque-pace.fr.;Bibliothèques Rennes Métropole|Facebook;;;https://infolocale.ouest-france.fr/pace-35210/agenda/ludotheque-itinerante_6413604;;42|52;Français;fr_FR;;;;
6414573;Concert;15;56/Lorient;The Galway Inn;Équipement (tourisme, culture, sport et loisir);33804;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Blues;248;Dick Bannovich sur la petite scène du Galway;Blues.;Bluesman écossais pour une soirée de finger picking blues et folk américain.;Samedi 19 janvier, 22h, The Galway Inn, 18, rue de Belgique, Lorient. Contact : 02 97 64 50 77, thegalwayinn@outlook.fr;Lorient;56;56121;56100;47.75007, -3.366288;2019-01-17;2019-01-19;;;;;2019-01-19;2019-01-19;non;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2019/0117/6414573/_1.jpg;;;;;;;;;;;;;Visuel|Moteur;;;;;;;;;;Facebook;;;https://infolocale.ouest-france.fr/lorient-56121/agenda/dick-bannovich-sur-la-petite-scene-du-galway_6414573;;52;Français;fr_FR;;;;
6412874;Dédicace;2;53/Mayenne;Librairie du Marais;Autre organisme à but non lucratif;39668;V;Loisir;Voir visiter;Dédicace, animation autour d'un livre;Livre, lecture publique...;147;Rencontre et dédicace avec Isabelle Gérez.;;Cette mayennaise, passionnée de sport, s'épanouissait dans son métier de cordeuse de raquettes de tennis, côtoyant les plus grands joueurs de la planète lors des tournois de Paris-Bercy et de Roland-Garros. Mais un grave accident de moto va venir bouleverser sa vie. Elle témoigne dans un livre.;Samedi 19 janvier, 10h30 à 18h, librairie du Marais, 237, rue Charles-de-Gaulle, Mayenne.;Mayenne;53;53147;53100;48.30404, -0.6191474;2019-01-17;2019-01-19;;;;;2019-01-19;2019-01-19;non;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2019/0116/6412874/_1.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/mayenne-53147/agenda/rencontre-et-dedicace-avec-isabelle-gerez_6412874;;;Français;fr_FR;;;;
6412617;Horaire, permanence;7;44/Nantes;Ariane : Agir, rencontrer, informer, apporter une nouvelle image des épilepsies;Association;149979;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Permanence;87;Ariane épilepsie;Permanence.;Informations sur l'épilepsie, rencontre avec d'autres personnes dans la même situation, écoute confidentielle et soutien.;Vendredi 1er février, 15h à 17h, Manufacture, 6, place de la Manu, Nantes. Contact : 02 40 58 01 85, 06 26 53 65 99, ariane-epilepsie@laposte.net, http://ariane-epilepsie.fr;Nantes;44;44109;44000;47.21928, -1.537608;2019-01-17;2019-02-01;;;;;2019-02-01;2019-02-01;non;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2019/0116/6412617/_1.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/nantes-44109/agenda/ariane-epilepsie_6412617;;;Français;fr_FR;;;;
6414582;Sport;24;35/Cancale;Amicale laïque Cancale;Association;139733;V;Loisir;Loisirs et sports;Sport;Match;117;Match de handball ALC;;À 14 h, les moins de 18 ans filles 2 c. Tinténiac-Combourg et à 16 h, les moins de 18 ans filles 1 c. Handball-club 310 Bréal.;Dimanche 20 janvier, 14h, au gymnase Valérie-Nicolas, rue du Stade, Cancale. Gratuit. Contact : 02 99 89 97 91, alcancalesecretariat@gmail.com, http://alcancale.org;Cancale;35;35049;35260;48.67913, -1.857916;2019-01-17;2019-01-20;;;;;2019-01-20;2019-01-20;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2019/0117/6414582/_1.jpg;;;http://photos.infolocale.fr/infoLocale/annonce/2019/0117/6414582/_2.jpg;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/cancale-35049/agenda/match-de-handball-alc_6414582;;;Français;fr_FR;;;;
6413390;Horaire, permanence;7;44/Héric;Ville d'Héric;Mairie;44182;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Horaires;90;Nouvel horaire du samedi à la mairie;Horaires.;A compter du 2 février la mairie sera désormais ouverte le samedi matin de 9h30 à 12h. Seuls les services de l'accueil et de l'état civil vous accueillent le samedi matin.;Samedi 2 février, mairie, 12, rue de l'Océan, Héric.;Héric;44;44073;44810;47.41433, -1.653832;2019-01-17;2019-02-02;;;;;2019-02-02;2019-02-02;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;Petite enfance Loire-Atlantique;;;https://infolocale.ouest-france.fr/heric-44073/agenda/nouvel-horaire-du-samedi-a-la-mairie_6413390;;47;Français;fr_FR;;;;
6412274;Randonnée;14;35/Chanteloup;Marche avec les loups;Association;141642;V;Loisir;Loisirs et sports;Sport;Randonnée pédestre;112;Randonnée pédestre;;Organisée par Marche-avec-les-loups. Départ à 13 h 30 pour Chanteloup, les moulins de Morihan 11 km.;Dimanche 10 février, 13h15, salle multifonctions, Chanteloup. Tarif adhésion annuelle 18 € (de septembre à juin), 2 € à la journée. Contact : 02 99 44 03 74.;Chanteloup;35;35054;35150;47.96694, -1.61599;2019-01-17;2019-02-10;;;;;2019-02-10;2019-02-10;non;oui;;;adhésion annuelle 18 € (de septembre à juin), 2 € à la journée;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/chanteloup-35054/agenda/randonnee-pedestre_6412274;;;Français;fr_FR;;;;
6414668;Horaire, permanence;7;22/Perros-Guirec;Rédaction;Autre;30267;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Horaires;90;Les marées;Horaires.;"Pleines mers, 3 h 35 (59) et 16 h 08 (65) ; basses mers, 9 h 57 et 22 h 27 ; ouverture du bassin, 14 h 50 à 17 h.";Vendredi 18 janvier, Perros-Guirec.;Perros-Guirec;22;22168;22700;48.81555, -3.43702;2019-01-17;2019-01-18;;;;;2019-01-18;2019-01-18;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/perros-guirec-22168/agenda/les-marees_6414668;;;Français;fr_FR;;;;
6414047;Horaire, permanence;7;35/Saint-Séglin;Ville de Saint-Séglin;Mairie;138431;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Fermeture;89;Mairie;Fermeture. Lundi 21, lundi 28 janvier, Saint-Séglin.;;;Saint-Séglin;35;35311;35330;47.85427, -2.006593;2019-01-17;2019-01-21;2019-01-28;;;;2019-01-21;2019-01-28;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/saint-seglin-35311/agenda/mairie_6414047;;;Français;fr_FR;;;;
6414433;Danser;19;29/Gouesnou;Comité d'animation;Association;115617;V;Loisir;Danser, vie nocturne;Danser;Soirée dansante;181;Soirée dansante;Dj.;Danse sur parquet. Programme musical varié. Apéritif, plat chaud, salade, fromage, dessert, café. Boissons en sus. Places limitées, réservation obligatoire.;Samedi 2 février, 19h30, centre Henri-Queffélec, Gouesnou. Tarif 23€. Inscription avant le 25 janvier. Contact : 02 98 37 37 88, 06 17 90 56 50, ca-gouesnou@orange.fr, http://ca-gouesnou.org;Gouesnou;29;29061;29850;48.4488, -4.468256;2019-01-17;2019-02-02;;;;;2019-02-02;2019-02-02;non;oui;23.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/gouesnou-29061/agenda/soiree-dansante_6414433;;;Français;fr_FR;;;;
6413452;Sport;24;56/Muzillac;AC Muzillac cyclo;Association;356714;V;Loisir;Loisirs et sports;Sport;Sortie cyclotouriste;113;AC Muzillac cyclo;Sortie cyclotouriste.;59 et 54 km. Muzillac, Le Moustéro, Questembert, Sainte-Suzanne, Limerzel, Péaule, Marzan, Poulher, Muzillac.;Dimanche 27 janvier, 9h, place de l’Église, Muzillac.;Muzillac;56;56143;56190;47.55475, -2.558574;2019-01-17;2019-01-27;;;;;2019-01-27;2019-01-27;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/muzillac-56143/agenda/ac-muzillac-cyclo_6413452;;;Français;fr_FR;;;;
6414507;Horaire, permanence;7;29/Rosporden;CLCV de Rosporden, association de consommateurs;Association;234346;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Permanence;87;CLCV de Rosporden, association de consommateurs;Permanence. Jeudi 14 février, 9h30, centre social, 4, rue Alsace-Lorraine, Rosporden.;;;Rosporden;29;29241;29140;47.95811, -3.82854;2019-01-17;2019-02-14;;;;;2019-02-14;2019-02-14;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/rosporden-29241/agenda/clcv-de-rosporden-association-de-consommateurs_6414507;;;Français;fr_FR;;;;
6414656;Horaire, permanence;7;56/Guégon;Ville de Guégon;Mairie;215669;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Fermeture;89;Agence postale communale;Fermeture. Lundi 21 janvier, Guégon.;;;Guégon;56;56070;56120;47.93909, -2.56476;2019-01-17;2019-01-21;;;;;2019-01-21;2019-01-21;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/guegon-56070/agenda/agence-postale-communale_6414656;;;Français;fr_FR;;;;
6410291;Agriculture, environnement;22;29/Locquirec;TounNature;Autre organisme à but non lucratif;255793;V;Pratique;Vie quotidienne;Agriculture, environnement;Autre;193;Promenade nature;;La Baie de Locquirec avec Tounn guide nature. Les participants traverseront la rivière du Douron, passeront du Finistère aux Côtes-d’Armor, découvriront les thermes gallo-romains du Hogolo, pour rejoindre le port de Locquirec.;Jeudi 15 août, 12h à 14h, sur le port à la SNSM, Locquirec. Tarif 8€, autre : 4 €, de 6 à 14 ans. Contact et réservation : 06 79 77 13 45, http://entrepreneurs.cae22.coop/-tounn-richard-.html;Locquirec;29;29133;29241;48.6909, -3.64548;2019-01-17;2019-08-15;;;;;2019-08-15;2019-08-15;non;oui;8.0;;4 €, de 6 à 14 ans;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/locquirec-29133/agenda/promenade-nature_6410291;;;Français;fr_FR;;;;
