Numéro;Libellé;Description;Quartier;Réalisé;Année_Budget;Lien_page_projet;Photo;Latitude;Longitude;Geolocalisé;Geo
3-152;Ensemble pour la rénovation du skate bowl des longchamps;"Le skate bowl des Lonchamps est fatigué et un peu délaissé par les riders et les habitants du quartier.

Faisons lui un lifting, tout en le rendant accessible aux familles du quartier et à tous les amateurs de glisses urbaines de Rennes (skate, trotinnette, roller, bmx). Pour cela, il faut adoucir les pentes du bowl, diminuer la surface du plat dans le fond, faciliter l'entrée dans le bowl et bien entendu refaire un béton bien lisse. En complément, pour les débutants et les plus jeunes à trotinnette, un plus petit bowl peu profond serait aménagé au dessus du bowl principal en épousant le relief en pente.

Le tout sera agrémenté d'équipements publics : bancs, éclairage, poubelles à tri sélectif.";6 - Jeanne d'Arc - Longs Champs -  Beaulieu;En cours;Budget participatif #3 (2018);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/ensemble-pour-la-renovation-du-skate-bowl-des-longchamps-1;;;;N;
3-255;Un jardin chinois à Rennes;"Le jardin en Chine est un lieu de divertissement et de contemplation, où nature et culture sont étroitement imbriquées. C'est comme ici un lieu de vie, les habitants s'y rendent pour y pratiquer toutes sortes d'activités, de la musique au sport, de la calligraphie à la méditation.
Le projet est de créer un jardin chinois à Rennes, qui soit un lieu vivant de culture, et d'abord un espace arboré et planté, mais aussi bâti, qui pourrait comporter les éléments suivants :
• horticulture et botanique puisque ce jardin comportera des espèces typiquement chinoises et asiatiques, symboles d'autant de vertus (la sobriété et la force de caractère du bambou, la pureté du lotus, la richesse de la pivoine ou de la chrysanthème, la sagesse du pin, la sophistication du prunier...) et qui rythment les saisons par leurs floraisons alternées. Cet aspect pourra donner lieu à des découvertes, balades, visites spécifiques, à des ateliers de peinture ou de dessin.
• une plantation de thé : boisson originaire de Chine la plus répandue au monde, le ""camélia sinensis"" ou théier est une plante robuste qui s'adapte à tous les climats, comme l'ont montré plusieurs plantations en Finistère, à Nantes ou au Royaume-Uni. Pour une première à Rennes, la culture de cette plante pourra donner lieu avec l'association Les Agithés à de nombreuses animations : récolte, transformation, dégustations...
• découverte de l'architecture puisque le jardin chinois comporte toujours des éléments bâtis - pavillons, rochers, galeries... qui permettent d'accueillir des activités spécifiques. Coins et recoins qui feront le bonheur des enfants
• l'eau est un élément capital du jardin chinois, avec ses carpes symboles de longévité, sa circulation symbole de la vie, et les plantes qu'elle accueille, en particulier les lotus. L'eau qui circule dans un jardin chinois est aussi le prétexte à des jeux poétiques.
• des espaces plus ouverts permettant d'accueillir les activités des pratiquants d'arts martiaux (taichi, qigong...), d'initiation à la calligraphie éphémère à l'eau, ou à la méditation

L'idée de proposer ce jardin au sein du parc de Maurepas est motivé par plusieurs raisons :
- ce parc fréquenté par les habitants du quartier ne l'est pas forcément par les Rennais alors qu'il comporte déjà plusieurs espaces : pelouses, aires de jeux pour les enfants, espaces arborés...
- la diversité du quartier où il se trouve
- techniques par sa superficie, sa géographie et le fait qu'il est déjà équipé d'une circulation d'eau aujourd'hui en désuétude.

Mais nous sommes ouverts à toute autre proposition !";6 - Jeanne d'Arc - Longs Champs -  Beaulieu;A l'étude;Budget participatif #3 (2018);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/un-jardin-chinois-a-rennes;;;;N;
3-314;Revalorisation de la place du Souvenir - Marché Sainte-Thérèse : Pour un espace chaleureux au quotidien.;"La place du Souvenir, plus connue pour être le lieu où se déroule le marché Sainte-Thérèse, premier marché rennais, accueille tous les mercredis matins un grand nombre de marchands. Passé ce moment fort, dynamique et haut en couleurs, la place redevient un simple parking limitant l'opportunité de rencontres nécessaires à la vie de quartier.
 
Cette proposition de projet vise à rendre la place vivante et chaleureuse afin de répondre aux besoins exprimés par les habitants, les commerçants ainsi que les marchands au travers de questionnaires et d'ateliers collectifs.";8 - Sud gare;En cours;Budget participatif #3 (2018);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/revalorisation-de-la-place-du-souvenir-marche-sainte-therese-pour-un-espace-chaleureux-au-quotidien;;48.094201;-1.663106;O;48.094201,-1.663106
3-357;Création de toilettes publiques près de la station de métro Villejean Université;Création de toilettes publiques près de la station de métro Villejean-Université;10 - Villejean - Beauregard;A l'étude;Budget participatif #3 (2018);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/creation-de-toilettes-publiques-pres-de-la-station-de-metro-villejean-universite-1;;;;N;
3-414;Jeu urbain monumental et participatif;"Création de mobiliers urbains, un espace social monumental & participatif.

Création d'un espace convivial où toutes les générations et tous les habitants du quartier peuvent se retrouver.
L'installation sera créée à partir de l’expérience des habitants du quartier.
Proposition de lieu : secteur ""Grande Prairie"" à La Courrouze.

Inspirée d'une expérience menée en 2016 et 2017 avec les habitants d'Houdain, dans le Nord Pas de Calais, ce jeu monumental et participatif sera implanté dans le quartier de La Courrouze en lien avec la nouvelle école et les aménagements déjà prévus dans le secteur ""Grande prairie"". Une grande partie du projet est à inventer avec les habitants afin qu'ils s'approprient ce nouvel espace public.
L'association Electroni[k] propose ce projet pour le secteur ""Grande Prairie"" qui pourrait accueillir ce dispositif même si cela reste à définir avec les habitants et l'aménageur Territoires & Développement.
Une action menée par Bruit du Frigo (http://www.bruitdufrigo.com/) et en lien avec l'artiste graphique Guillaumit.";9 - Cleunay - Arsenal - Redon;A l'étude;Budget participatif #3 (2018);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/invention-d-un-mobilier;;;;N;
3-513;Cocoon, un abri pour les sans abri !;"A Rennes, comme ailleurs, les sans abri sont de plus en plus nombreux. Il existe des solutions mais elles ne répondent pas à l'ensemble de la demande.

Cocoon est conçu par une association sans but lucratif et reconnue d'intérêt général, elle a reçu un prix de l’innovation sociale, le soutien de la fondation pour le lien social de la Croix Rouge française. Ce projet a été retenu en 2016 parmi les 3000 projets proposés au budget participatif de la Mairie de Paris.

Cocoon est sécurisé, climatisé, intégré dans la mixité urbaine et dispose d’un lit, d’une table, de rangements, de toilettes sèches, d’un point d’eau et d’un espace pour un animal. Cocoon a été élaboré avec des travailleurs sociaux, des anciens sans-abris, pour répondre aux objections des sans abri qui refusent les foyers. Cocoon s’insère parfaitement dans l’espace urbain car son aspect extérieur s’inspire des kiosques à journaux. Il occupe une surface au sol équivalente à un petit abri de bus.

Dans la métropole de Montpellier un refuge urbain appelé « Cocoon » est expérimenté, une première personne a pu être hébergée pendant quelques mois et aujourd'hui elle entreprend un nouveau départ dans sa vie.

Rennes pourrait accueillir plusieurs Cocoon, jamais plus d'un par quartier pour permettre une intégration optimale. C'est donc un projet rapide à décliner, solide efficace et construit, déjà soutenu par les travailleurs sociaux.";;A l'étude;Budget participatif #3 (2018);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/cocoon-un-abri-pour-les-sans-abri-1;;;;N;
7-86;Bibliothèques pour tous dans le métro;Création de petites bibliothèques à chaque station de métro, agrémentées chaque année par les productions des étudiants du master Édition.;Projet à l'échelle de la Ville;A l'étude;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/bibliotheques-pour-tous-dans-le-metro;;;;N;
7-177;Projet d’aménagement de gradinages  « Théâtre de verdure du Landry »;"Création de gradins en bois ou pierre, en bas de l’anneau de verdure face à l’Arc, pour permettre l’assise d’une quarantaine de personnes. Le lieu sera ainsi rendu accessible pour tous les âges (notamment
les plus âgés), mais aussi de pouvoir l’utiliser après une averse. En complément, amélioration de la signalétique du site avec un fléchage à partir des entrées du parc du Landry et un panneau d’affichage sur le théâtre. Mise à disposition, sous clé d’une alimentation électrique.";7 - Francisco Ferrer - Landry - Poterie;Réalisé;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/projet-damenagement-de-gradinages-theatre-de-verdure-du-landry;;48.0984223;-1.648437;O;48.0984223,-1.648437
7-257;Une passerelle végétalisée au dessus du Canal.;Créer une passerelle végétalisée entre le boulevard de Chézy et le boulevard de Lattre de Tassigny pour permettre une déambulation plus agréable entre le centre-ville et le quartier de la Touche.;3 - Bourg l'Evesque - La Touche - Moulin du Comte;A l'étude;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/une-passerelle-vegetalisee-au-dessus-du-canal;;;;N;
7-270;Réfection place 8 mai 1945;Travaux de remise à neuf de la place du centre commercial de la Héronnière.;5 - Maurepas - Bellangerais;A l'étude;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/refection-place-8-mai-1945;;48.1357119;-1.6559997;O;48.1357119,-1.6559997
7-316;Plus BELLangerais : Revitalisons notre place de quartier;Réaménagement de l’espace public devant la Maison de Quartier et la bibliothèque afin de permettre des échanges multigénérationnels.;5 - Maurepas - Bellangerais;A l'étude;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/plus-bellangerais-revitalisons-notre-place-de-quartier;;48.1343364;-1.6692816;O;48.1343364,-1.6692816
7-323;Le chemin des oiseaux;Le projet consiste à réaliser un aménagement paysager permettant à la faune et à la flore aquatique de se déplacer sur une partie ou sur la totalité des cours d’eau rennais.;10 - Villejean - Beauregard;A l'étude;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/le-chemin-des-oiseaux;;;;N;
7-341;LUMIÈRE SOUS RÉPUBLIQUE !;"Mettre en valeur le patrimoine fluvial et architectural du centre-ville en proposant un éclairage à l’entrée du pont de la Vilaine sur les quais. Ces lumières LED basse consommation pourraient varier de couleur et/
ou s’allumer alternativement afin de créer un effet de mouvement.";1 - Centre;A l'étude;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/lumiere-sous-republique;;48.1098488;-1.6775959;O;48.1098488,-1.6775959
7-363;Réaménagement des extérieurs de la maison de quartier de Sainte-Thérèse (côté rue et jardin);Création d’un espace convivial, d’un jardin participatif et agrandissement de l’espace réservés aux déplacements doux de la maison de quartier Sainte-Thérèse.;8 - Sud gare;A l'étude;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/reamenagement-des-exterieurs-de-la-maison-de-quartier-de-sainte-therese-cote-rue-et-jardin;;48.0981267;-1.6708743;O;48.0981267,-1.6708743
7-389;Au bord de l'eau;Installer des pontons sur la Vilaine à proximité de la fontaine Maginot. Pour pouvoir bénéficier d’espaces au bord de l’eau pour flâner, se reposer…;2 - Thabor - Saint-Hélier - Alphonse Guérin;A l'étude;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/au-bord-de-leau;;;;N;
